step,t,dt,vmax,rho_min,rho_avg,rho_max,err_avg_pct,p_min,p_avg,p_max,neigh_min,neigh_avg,neigh_max
134,0.02679999999999995,0.0002,0.8416999577348007,744.8233384084515,947.4189806826126,1010.0000000313548,-5.258101931738725,0.0,80.37429398896697,5076.929125155604,5,9.451428571428572,11
135,0.026999999999999948,0.0002,0.8417199577348007,743.9421155488778,947.2081275765868,1010.0000000512591,-5.27918724234133,0.0,148.11457910219778,15506.617197788071,5,9.44,11
136,0.027199999999999946,0.0002,0.8417399577348007,743.0611025856853,946.9984108759817,1010.0000000074997,-5.300158912401845,0.0,152.57496357977334,20626.957641365003,5,9.428571428571429,11
137,0.027399999999999945,0.0002,0.8417599577348007,742.1803246954032,946.7895523672744,1010.0000000520852,-5.3210447632725835,0.0,179.64206389088298,11335.894761538502,5,9.428571428571429,11
138,0.027599999999999944,0.0002,0.8417799577348007,741.2998066444046,946.580282023926,1010.000000045011,-5.341971797607404,0.0,131.32269502896546,11691.847628318035,5,9.428571428571429,11
139,0.027799999999999943,0.0002,0.8417999577348008,740.4195727831772,946.3693994054015,1010.0000001708335,-5.3630600594598405,0.0,151.21817596112007,7711.89724601153,5,9.428571428571429,11
140,0.02799999999999994,0.0002,0.8418199577348008,739.5396470406776,946.1578099105203,1010.0000000646495,-5.384219008947966,0.0,108.70567756065961,3397.28634949571,5,9.377142857142857,11
141,0.02819999999999994,0.0002,0.8418399577348008,738.6600529187771,945.9471622250908,1010.0000000199676,-5.405283777490908,0.0,46.34863392108323,1265.1704952278549,5,9.371428571428572,11
142,0.02839999999999994,0.0002,0.8418599577348008,737.7808134867919,945.7364898645858,1010.0000000980153,-5.426351013541423,0.0,150.15718276597426,6745.261635879544,5,9.36,11
143,0.028599999999999938,0.0002,0.8418799577348008,736.9019513761039,945.5263175733677,1010.0000000023422,-5.447368242663223,0.0,41.79801050558095,1436.8277379000008,5,9.354285714285714,11
144,0.028799999999999937,0.0002,0.8418999577348009,736.0234887748683,945.3165293996285,1010.0000000000146,-5.468347060037139,0.0,9.53685270886908,925.839459684759,5,9.365714285714287,11
145,0.028999999999999936,0.0002,0.8419199577348009,735.145447422813,945.1075935664351,1010.0000000000075,-5.489240643356505,0.0,12.869569619823665,972.5514995584169,5,9.388571428571428,11
146,0.029199999999999934,0.0002,0.8419399577348009,734.2678486061255,944.8992343655132,1010.0000000109027,-5.510076563448678,0.0,19.349036345219446,1473.7742217796772,5,9.377142857142857,11
147,0.029399999999999933,0.0002,0.8419599577348009,733.3907131524279,944.6916198072411,1010.0000000419458,-5.530838019275897,0.0,52.238314467037114,5684.796295217952,5,9.417142857142856,11
148,0.029599999999999932,0.0002,0.8419799577348009,732.514061425846,944.4847708384609,1010.0000000001569,-5.55152291615392,0.0,9.38098699761965,386.2879072764306,5,9.451428571428572,11
149,0.02979999999999993,0.0002,0.841999957734801,731.6379133221654,944.278383427081,1010.0000000034382,-5.57216165729189,0.0,13.008602324674271,761.715788436785,5,9.451428571428572,11
150,0.02999999999999993,0.0002,0.842019957734801,730.7622882640776,944.072496270679,1010.0000000017563,-5.592750372932109,0.0,13.911766594761161,355.5331254258919,5,9.451428571428572,11
151,0.03019999999999993,0.0002,0.842039957734801,729.8872051965188,943.8674090878958,1010.0000000002535,-5.6132590912103995,0.0,17.516459264687338,1451.4704413448303,5,9.451428571428572,11
152,0.030399999999999927,0.0002,0.842059957734801,729.0126825820975,943.6629624840593,1010.0000000000024,-5.633703751594053,0.0,6.928216309078498,354.35518180221146,5,9.451428571428572,11
153,0.030599999999999926,0.0002,0.842079957734801,728.1387383966129,943.4591512947219,1010.0000000018664,-5.654084870527812,0.0,22.51686273741309,2107.390756454905,5,9.451428571428572,11
