step,t,name,p,vx,vy,vz
1430,0.286000,outlet,4683.897221,0.003930,-0.000199,0.002259
1430,0.286000,mid,7398.828634,0.099608,0.006175,0.011014
1440,0.288000,inlet,29.576576,-0.001841,-0.036913,-0.001885
1440,0.288000,outlet,4695.567063,0.003987,-0.000211,0.002254
1440,0.288000,mid,7399.786223,0.100589,0.006143,0.010586
1450,0.290000,inlet,3171.496889,-0.001526,-0.036486,-0.001866
1450,0.290000,outlet,4707.456881,0.004048,-0.000222,0.002245
1450,0.290000,mid,7400.714296,0.101558,0.006096,0.010151
1460,0.292000,inlet,3208.378712,-0.001139,-0.036353,-0.001656
1460,0.292000,outlet,4719.592605,0.004113,-0.000232,0.002231
1460,0.292000,mid,7401.614179,0.102509,0.006027,0.009707
1470,0.294000,inlet,6838.760681,-0.002278,-0.035532,-0.001121
1470,0.294000,outlet,4732.000022,0.004182,-0.000243,0.002210
1470,0.294000,mid,7402.487206,0.103448,0.005938,0.009258
1480,0.296000,inlet,1970.448056,-0.004126,-0.035556,0.000286
1480,0.296000,outlet,4739.305997,0.004254,-0.000257,0.002182
1480,0.296000,mid,7403.334667,0.104369,0.005834,0.008812
1490,0.298000,inlet,2530.191907,-0.003109,-0.034965,-0.000901
1490,0.298000,outlet,4746.660563,0.004331,-0.000273,0.002145
1490,0.298000,mid,7404.157789,0.105278,0.005716,0.008371
1500,0.300000,inlet,1887.170981,-0.002084,-0.034596,-0.001111
1500,0.300000,outlet,4754.216108,0.004410,-0.000291,0.002102
1500,0.300000,mid,7404.957704,0.106173,0.005586,0.007934
1510,0.302000,inlet,5766.468631,-0.000744,-0.034625,-0.001837
1510,0.302000,outlet,4761.982094,0.004492,-0.000312,0.002051
1510,0.302000,mid,7405.735401,0.107050,0.005444,0.007504
1520,0.304000,inlet,3794.538420,-0.005111,-0.033421,-0.000158
1520,0.304000,outlet,4764.985352,0.004578,-0.000335,0.001994
1520,0.304000,mid,7406.491702,0.107905,0.005292,0.007079
1530,0.306000,inlet,3524.402521,-0.001354,-0.033982,0.000618
1530,0.306000,outlet,4767.328321,0.004666,-0.000361,0.001932
1530,0.306000,mid,7407.227408,0.108734,0.005130,0.006663
1540,0.308000,inlet,3696.417507,-0.003772,-0.033361,-0.000472
1540,0.308000,outlet,4769.716107,0.004757,-0.000390,0.001865
1540,0.308000,mid,7407.943277,0.109533,0.004959,0.006254
1550,0.310000,inlet,0.000000,-0.003983,-0.033464,-0.000223
1550,0.310000,outlet,4772.149835,0.004850,-0.000420,0.001793
1550,0.310000,mid,7408.639998,0.110298,0.004788,0.005859
1560,0.312000,inlet,4039.592866,0.000043,-0.033100,-0.000823
1560,0.312000,outlet,4774.630207,0.004945,-0.000450,0.001721
1560,0.312000,mid,7409.318154,0.111025,0.004625,0.005492
1570,0.314000,inlet,0.000000,-0.004890,-0.032303,0.000581
1570,0.314000,outlet,4777.157466,0.005042,-0.000477,0.001652
1570,0.314000,mid,7409.978337,0.111705,0.004471,0.005155
1580,0.316000,inlet,0.000000,-0.003112,-0.032095,-0.000276
1580,0.316000,outlet,4780.622615,0.005139,-0.000501,0.001586
1580,0.316000,mid,7410.621042,0.112336,0.004323,0.004847
1590,0.318000,inlet,4696.859521,-0.000041,-0.032068,-0.000252
1590,0.318000,outlet,4788.684006,0.005238,-0.000522,0.001525
1590,0.318000,mid,7411.246778,0.112905,0.004181,0.004565
1600,0.320000,inlet,1937.271211,-0.003874,-0.031227,0.000359
1600,0.320000,outlet,4796.135724,0.005339,-0.000540,0.001469
1600,0.320000,mid,7411.856090,0.113408,0.004042,0.004307
1610,0.322000,inlet,3506.532325,-0.001994,-0.031346,0.000347
1610,0.322000,outlet,4803.153302,0.005440,-0.000554,0.001418
1610,0.322000,mid,7412.449481,0.113839,0.003907,0.004072
1620,0.324000,inlet,2828.946230,-0.003797,-0.030677,0.000439
1620,0.324000,outlet,4810.777368,0.005543,-0.000567,0.001372
1620,0.324000,mid,7413.027540,0.114195,0.003774,0.003859
1630,0.326000,inlet,4931.694455,-0.002819,-0.030485,0.000422
1630,0.326000,outlet,4823.189929,0.005646,-0.000577,0.001329
1630,0.326000,mid,7413.590787,0.114472,0.003645,0.003666
1640,0.328000,inlet,4393.263583,-0.001510,-0.030771,-0.000268
1640,0.328000,outlet,4835.775135,0.005749,-0.000586,0.001291
1640,0.328000,mid,7414.139824,0.114732,0.003517,0.003466
1650,0.330000,inlet,1867.827600,-0.004363,-0.030258,0.001464
1650,0.330000,outlet,4848.536941,0.005854,-0.000593,0.001255
1650,0.330000,mid,7414.675316,0.114816,0.003391,0.003317
1660,0.332000,inlet,349.943472,-0.005025,-0.029574,0.000667
1660,0.332000,outlet,4861.478026,0.005959,-0.000599,0.001222
1660,0.332000,mid,7415.197686,0.114813,0.003267,0.003183
1670,0.334000,inlet,6929.948110,-0.001736,-0.029990,0.000864
1670,0.334000,outlet,4874.596362,0.006063,-0.000603,0.001193
1670,0.334000,mid,7415.707516,0.114723,0.003146,0.003062
1680,0.336000,inlet,5008.522356,-0.000947,-0.030092,0.000083
1680,0.336000,outlet,4887.888394,0.006166,-0.000607,0.001166
1680,0.336000,mid,7416.205340,0.114541,0.003029,0.002955
1690,0.338000,inlet,0.000000,-0.006148,-0.028639,0.000443
1690,0.338000,outlet,4901.350198,0.006268,-0.000610,0.001141
1690,0.338000,mid,7416.691791,0.114264,0.002916,0.002858
1700,0.340000,inlet,4576.212997,-0.002453,-0.028989,0.000753
1700,0.340000,outlet,4914.977407,0.006367,-0.000613,0.001118
1700,0.340000,mid,7417.167367,0.113892,0.002807,0.002771
1710,0.342000,inlet,1454.025537,-0.003006,-0.029599,0.000980
1710,0.342000,outlet,4928.764990,0.006465,-0.000615,0.001097
1710,0.342000,mid,7417.632691,0.113424,0.002703,0.002695
1720,0.344000,inlet,0.000000,-0.009241,-0.027648,0.000608
1720,0.344000,outlet,4942.707099,0.006560,-0.000617,0.001078
1720,0.344000,mid,7418.088342,0.112861,0.002602,0.002626
1730,0.346000,inlet,5.198732,-0.008725,-0.028246,0.001240
1730,0.346000,outlet,4956.797007,0.006652,-0.000619,0.001061
1730,0.346000,mid,7418.534865,0.112205,0.002507,0.002565
1740,0.348000,inlet,5146.053309,-0.003604,-0.028575,0.000322
1740,0.348000,outlet,4971.027081,0.006741,-0.000620,0.001044
1740,0.348000,mid,7418.972814,0.111457,0.002416,0.002509
1750,0.350000,inlet,0.000000,-0.009861,-0.026819,0.000751
1750,0.350000,outlet,4986.072993,0.006826,-0.000621,0.001029
1750,0.350000,mid,7419.402716,0.110619,0.002328,0.002458
1760,0.352000,inlet,0.000000,-0.004533,-0.027665,0.000185
1760,0.352000,outlet,5006.928947,0.006908,-0.000622,0.001015
1760,0.352000,mid,7419.825171,0.109695,0.002244,0.002411
1770,0.354000,inlet,7413.243642,-0.002101,-0.027978,-0.000041
1770,0.354000,outlet,5027.943079,0.006985,-0.000623,0.001001
1770,0.354000,mid,7420.240680,0.108690,0.002164,0.002369
1780,0.356000,inlet,3713.500953,-0.002889,-0.027563,0.000065
1780,0.356000,outlet,5049.101053,0.007057,-0.000624,0.000989
1780,0.356000,mid,7420.649798,0.107607,0.002088,0.002330
1790,0.358000,inlet,0.000000,-0.004710,-0.027045,0.000056
1790,0.358000,outlet,5072.094235,0.007125,-0.000625,0.000977
1790,0.358000,mid,7421.053001,0.106451,0.002016,0.002294
1800,0.360000,inlet,16.783452,-0.001968,-0.027202,-0.000291
1800,0.360000,outlet,5099.982557,0.007187,-0.000625,0.000966
1800,0.360000,mid,7421.450752,0.105229,0.001946,0.002261
1810,0.362000,inlet,5177.791380,0.001157,-0.026990,-0.000953
1810,0.362000,outlet,5127.997433,0.007243,-0.000626,0.000955
1810,0.362000,mid,7421.843479,0.103948,0.001880,0.002231
1820,0.364000,inlet,0.000000,-0.003223,-0.025211,-0.000665
1820,0.364000,outlet,5156.113636,0.007294,-0.000626,0.000945
1820,0.364000,mid,7422.231485,0.102613,0.001817,0.002204
1830,0.366000,inlet,5705.016718,0.000544,-0.026415,-0.001339
1830,0.366000,outlet,5184.305597,0.007339,-0.000627,0.000935
1830,0.366000,mid,7422.615148,0.101230,0.001756,0.002180
1840,0.368000,inlet,0.000000,-0.002459,-0.023474,0.000259
1840,0.368000,outlet,5212.549310,0.007377,-0.000627,0.000926
1840,0.368000,mid,7422.994647,0.099804,0.001698,0.002162
1850,0.370000,inlet,7205.683965,0.000646,-0.026106,-0.000797
1850,0.370000,outlet,5240.839815,0.007412,-0.000628,0.000922
1850,0.370000,mid,7423.370116,0.098337,0.001638,0.002169
1860,0.372000,inlet,7351.459659,0.002386,-0.025767,-0.001896
1860,0.372000,outlet,5269.194624,0.007443,-0.000632,0.000929
1860,0.372000,mid,7423.741574,0.096831,0.001572,0.002229
1870,0.374000,inlet,5247.678448,-0.001907,-0.025117,-0.000934
1870,0.374000,outlet,5297.631373,0.007473,-0.000638,0.000951
1870,0.374000,mid,7424.109109,0.095296,0.001498,0.002346
1880,0.376000,inlet,7430.475306,0.004672,-0.026588,-0.000272
1880,0.376000,outlet,5326.158619,0.007499,-0.000647,0.000989
1880,0.376000,mid,7424.472804,0.093736,0.001417,0.002515
1890,0.378000,inlet,3920.818621,-0.002182,-0.024271,-0.001544
1890,0.378000,outlet,5354.776725,0.007522,-0.000659,0.001043
1890,0.378000,mid,7424.832730,0.092149,0.001331,0.002734
1900,0.380000,inlet,2754.869052,0.004776,-0.026060,-0.001323
1900,0.380000,outlet,5383.480802,0.007541,-0.000673,0.001113
1900,0.380000,mid,7425.188949,0.090559,0.001235,0.002996
1910,0.382000,inlet,0.000000,-0.002969,-0.024273,-0.001452
1910,0.382000,outlet,5412.263071,0.007557,-0.000690,0.001198
1910,0.382000,mid,7425.541564,0.088954,0.001133,0.003297
1920,0.384000,inlet,0.000000,0.003288,-0.025305,-0.001419
1920,0.384000,outlet,5441.114770,0.007569,-0.000710,0.001297
1920,0.384000,mid,7425.890562,0.087340,0.001006,0.003627
1930,0.386000,inlet,3689.065032,-0.002118,-0.023987,-0.001964
1930,0.386000,outlet,5470.030535,0.007578,-0.000733,0.001410
1930,0.386000,mid,7426.235964,0.085717,0.000820,0.003982
1940,0.388000,inlet,5269.898844,0.002592,-0.024153,-0.002134
1940,0.388000,outlet,5499.008593,0.007584,-0.000760,0.001534
1940,0.388000,mid,7426.577783,0.084094,0.000585,0.004355
1950,0.390000,inlet,2672.611382,-0.000285,-0.023443,-0.001458
1950,0.390000,outlet,5528.023856,0.007584,-0.000793,0.001663
1950,0.390000,mid,7426.916142,0.082477,0.000314,0.004715
1960,0.392000,inlet,0.000000,0.002336,-0.023784,-0.003049
1960,0.392000,outlet,5557.015211,0.007577,-0.000829,0.001788
1960,0.392000,mid,7427.250982,0.080873,0.000027,0.005028
1970,0.394000,inlet,0.000000,-0.004129,-0.022633,-0.001600
1970,0.394000,outlet,5585.918640,0.007563,-0.000868,0.001902
1970,0.394000,mid,7427.582215,0.079280,-0.000266,0.005281
1980,0.396000,inlet,3483.309959,0.004592,-0.023797,-0.002497
1980,0.396000,outlet,5614.683612,0.007541,-0.000909,0.002004
1980,0.396000,mid,7427.922282,0.077700,-0.000559,0.005479
1990,0.398000,inlet,0.000000,-0.006107,-0.021718,-0.001649
1990,0.398000,outlet,5643.272999,0.007513,-0.000952,0.002091
1990,0.398000,mid,7428.258213,0.076135,-0.000847,0.005629
2000,0.400000,inlet,4260.076352,0.006334,-0.023689,-0.002757
2000,0.400000,outlet,5671.659255,0.007478,-0.000995,0.002165
2000,0.400000,mid,7428.584936,0.074589,-0.001122,0.005736
2010,0.402000,inlet,3184.394921,-0.004102,-0.021544,-0.002016
2010,0.402000,outlet,5699.821162,0.007439,-0.001038,0.002226
2010,0.402000,mid,7428.902352,0.073059,-0.001385,0.005813
2020,0.404000,inlet,0.000000,0.006606,-0.024397,-0.001018
2020,0.404000,outlet,5727.741510,0.007395,-0.001081,0.002275
2020,0.404000,mid,7429.210398,0.071554,-0.001626,0.005857
2030,0.406000,inlet,0.000000,-0.002117,-0.021555,-0.002263
2030,0.406000,outlet,5755.405904,0.007346,-0.001123,0.002314
2030,0.406000,mid,7429.509050,0.070157,-0.001869,0.005936
2040,0.408000,inlet,4006.769117,0.000358,-0.022029,-0.002614
2040,0.408000,outlet,5782.803175,0.007294,-0.001162,0.002343
2040,0.408000,mid,7429.798095,0.068871,-0.002105,0.006049
2050,0.410000,inlet,0.000000,-0.001343,-0.021848,-0.002283
2050,0.410000,outlet,5809.926809,0.007239,-0.001198,0.002363
2050,0.410000,mid,7430.077493,0.067612,-0.002319,0.006136
2060,0.412000,inlet,10.934629,0.001393,-0.021854,-0.003226
2060,0.412000,outlet,5836.776571,0.007182,-0.001231,0.002375
2060,0.412000,mid,7430.347189,0.066353,-0.002508,0.006183
2070,0.414000,inlet,7433.952665,0.000969,-0.021942,-0.002712
2070,0.414000,outlet,5863.357088,0.007123,-0.001261,0.002380
2070,0.414000,mid,7430.607148,0.065091,-0.002676,0.006189
2080,0.416000,inlet,4752.421264,0.002130,-0.021589,-0.002837
2080,0.416000,outlet,5889.674585,0.007065,-0.001287,0.002380
2080,0.416000,mid,7430.857352,0.063826,-0.002823,0.006160
2090,0.418000,inlet,463.647204,-0.001938,-0.020749,-0.002821
2090,0.418000,outlet,5915.734341,0.007006,-0.001311,0.002374
2090,0.418000,mid,7431.096637,0.062565,-0.002952,0.006102
2100,0.420000,inlet,2298.642607,0.002345,-0.021475,-0.003051
2100,0.420000,outlet,5941.539567,0.006946,-0.001332,0.002364
2100,0.420000,mid,7431.322827,0.061314,-0.003066,0.006019
2110,0.422000,inlet,0.000000,0.000386,-0.020490,-0.003388
2110,0.422000,outlet,5967.091384,0.006886,-0.001349,0.002349
2110,0.422000,mid,7431.541786,0.060075,-0.003169,0.005917
2120,0.424000,inlet,2360.064236,0.003666,-0.021119,-0.003122
2120,0.424000,outlet,5992.389255,0.006825,-0.001365,0.002330
2120,0.424000,mid,7431.753605,0.058854,-0.003264,0.005795
2130,0.426000,inlet,0.000000,-0.000635,-0.020145,-0.002842
2130,0.426000,outlet,6017.431738,0.006763,-0.001378,0.002306
2130,0.426000,mid,7431.957922,0.057654,-0.003353,0.005659
2140,0.428000,inlet,7240.671939,0.001217,-0.020264,-0.003365
2140,0.428000,outlet,6042.217272,0.006701,-0.001389,0.002279
2140,0.428000,mid,7432.154383,0.056476,-0.003437,0.005512
2150,0.430000,inlet,7011.671900,0.004395,-0.021049,-0.002179
2150,0.430000,outlet,6066.744635,0.006638,-0.001399,0.002249
2150,0.430000,mid,7432.342527,0.055449,-0.003509,0.005358
2160,0.432000,inlet,0.000000,-0.003056,-0.019300,-0.002683
2160,0.432000,outlet,6091.010918,0.006574,-0.001406,0.002215
2160,0.432000,mid,7432.522089,0.054230,-0.003588,0.005190
2170,0.434000,inlet,5841.305659,0.002807,-0.019905,-0.002995
2170,0.434000,outlet,6115.015836,0.006510,-0.001413,0.002178
2170,0.434000,mid,7432.692700,0.053108,-0.003659,0.005019
2180,0.436000,inlet,0.000000,-0.002376,-0.019200,-0.002485
2180,0.436000,outlet,6138.764646,0.006446,-0.001418,0.002139
2180,0.436000,mid,7432.854060,0.052026,-0.003728,0.004845
2190,0.438000,inlet,3722.254470,0.002156,-0.019313,-0.002733
2190,0.438000,outlet,6162.261621,0.006383,-0.001422,0.002097
2190,0.438000,mid,7433.005898,0.050980,-0.003790,0.004667
2200,0.440000,inlet,0.000000,-0.004190,-0.018538,-0.002939
2200,0.440000,outlet,6185.510205,0.006319,-0.001424,0.002054
2200,0.440000,mid,7433.148038,0.049961,-0.003850,0.004488
2210,0.442000,inlet,6387.925036,0.002480,-0.019127,-0.003154
2210,0.442000,outlet,6208.514045,0.006256,-0.001426,0.002010
2210,0.442000,mid,7433.280370,0.048972,-0.003907,0.004307
2220,0.444000,inlet,0.000000,0.000000,0.000000,0.000000
2220,0.444000,outlet,6231.277421,0.006194,-0.001426,0.001964
2220,0.444000,mid,7433.402862,0.048009,-0.003963,0.004128
2230,0.446000,inlet,6686.039934,0.003042,-0.018958,-0.003459
2230,0.446000,outlet,6253.805278,0.006132,-0.001425,0.001918
2230,0.446000,mid,7433.515568,0.047075,-0.004019,0.003949
2240,0.448000,inlet,7168.727957,0.001120,-0.017907,-0.003969
2240,0.448000,outlet,6276.102861,0.006071,-0.001424,0.001871
2240,0.448000,mid,7433.618602,0.046163,-0.004084,0.003782
2250,0.450000,inlet,0.000000,0.003103,-0.018787,-0.003786
2250,0.450000,outlet,6298.174552,0.006011,-0.001423,0.001824
2250,0.450000,mid,7433.712164,0.045275,-0.004160,0.003629
2260,0.452000,inlet,0.000000,0.000000,0.000000,0.000000
2260,0.452000,outlet,6320.023812,0.005952,-0.001422,0.001778
2260,0.452000,mid,7433.796522,0.044408,-0.004248,0.003488
2270,0.454000,inlet,0.000000,0.003066,-0.018499,-0.004104
2270,0.454000,outlet,6341.668491,0.005895,-0.001426,0.001730
2270,0.454000,mid,7433.872009,0.043564,-0.004347,0.003356
2280,0.456000,inlet,1781.090618,-0.001844,-0.017152,-0.003161
2280,0.456000,outlet,6360.001778,0.005840,-0.001442,0.001673
2280,0.456000,mid,7433.939028,0.042737,-0.004462,0.003211
2290,0.458000,inlet,0.162551,0.002451,-0.018205,-0.004112
2290,0.458000,outlet,6375.830750,0.005789,-0.001471,0.001606
2290,0.458000,mid,7433.998026,0.041934,-0.004590,0.003035
2300,0.460000,inlet,0.000000,-0.004009,-0.017008,-0.003136
2300,0.460000,outlet,6391.634898,0.005741,-0.001513,0.001527
2300,0.460000,mid,7434.049505,0.041148,-0.004739,0.002834
2310,0.462000,inlet,5716.534838,0.003966,-0.018040,-0.003956
2310,0.462000,outlet,6407.438568,0.005695,-0.001567,0.001436
2310,0.462000,mid,7434.094000,0.040384,-0.004905,0.002609
2320,0.464000,inlet,0.000000,-0.005347,-0.016239,-0.003174
2320,0.464000,outlet,6423.259632,0.005651,-0.001632,0.001336
2320,0.464000,mid,7434.132062,0.039639,-0.005092,0.002368
2330,0.466000,inlet,4028.551760,0.004968,-0.018126,-0.003973
2330,0.466000,outlet,6439.111883,0.005610,-0.001707,0.001226
2330,0.466000,mid,7434.164259,0.038915,-0.005294,0.002114
2340,0.468000,inlet,0.000000,-0.004976,-0.015866,-0.003401
2340,0.468000,outlet,6455.006555,0.005570,-0.001793,0.001107
2340,0.468000,mid,7434.191166,0.038209,-0.005517,0.001854
2350,0.470000,inlet,2334.691198,0.005062,-0.018395,-0.003449
2350,0.470000,outlet,6470.953165,0.005533,-0.001887,0.000980
2350,0.470000,mid,7434.213346,0.037523,-0.005754,0.001586
2360,0.472000,inlet,4356.586116,-0.003183,-0.015871,-0.003045
2360,0.472000,outlet,6486.959937,0.005496,-0.001991,0.000847
2360,0.472000,mid,7434.231355,0.036853,-0.006009,0.001317
2370,0.474000,inlet,2334.999328,0.004970,-0.018353,-0.003300
2370,0.474000,outlet,6503.034007,0.005462,-0.002103,0.000706
2370,0.474000,mid,7434.245722,0.036201,-0.006277,0.001047
2380,0.476000,inlet,6510.782161,-0.000291,-0.016090,-0.003450
2380,0.476000,outlet,6519.181508,0.005428,-0.002223,0.000561
2380,0.476000,mid,7434.256956,0.035564,-0.006560,0.000780
2390,0.478000,inlet,0.000000,0.003692,-0.017605,-0.003682
2390,0.478000,outlet,6535.407510,0.005396,-0.002351,0.000410
2390,0.478000,mid,7434.265527,0.034945,-0.006855,0.000517
2400,0.480000,inlet,3827.832756,0.001266,-0.016354,-0.003368
2400,0.480000,outlet,6551.722353,0.005364,-0.002487,0.000255
2400,0.480000,mid,7434.271864,0.034339,-0.007161,0.000270
2410,0.482000,inlet,0.000000,-0.001796,-0.014404,-0.006432
2410,0.482000,outlet,6568.122878,0.005333,-0.002629,0.000099
2410,0.482000,mid,7434.276376,0.033747,-0.007476,0.000052
2420,0.484000,inlet,1208.162297,0.001556,-0.016299,-0.003745
2420,0.484000,outlet,6584.577627,0.005300,-0.002764,-0.000045
2420,0.484000,mid,7434.279438,0.033173,-0.007785,-0.000129
2430,0.486000,inlet,0.000000,0.000000,0.000000,0.000000
2430,0.486000,outlet,6601.017024,0.005264,-0.002883,-0.000166
2430,0.486000,mid,7434.281391,0.032612,-0.008081,-0.000256
2440,0.488000,inlet,1266.455930,0.000587,-0.015840,-0.003648
2440,0.488000,outlet,6614.335105,0.005225,-0.002986,-0.000265
2440,0.488000,mid,7434.282529,0.032068,-0.008351,-0.000329
2450,0.490000,inlet,0.000000,-0.001626,-0.014413,-0.003847
2450,0.490000,outlet,6626.259945,0.005184,-0.003075,-0.000341
2450,0.490000,mid,7434.283106,0.031557,-0.008573,-0.000401
2460,0.492000,inlet,840.619241,0.001857,-0.015617,-0.004168
2460,0.492000,outlet,6638.152065,0.005143,-0.003147,-0.000403
2460,0.492000,mid,7434.283333,0.031019,-0.008824,-0.000375
2470,0.494000,inlet,0.000000,0.000000,0.000000,0.000000
2470,0.494000,outlet,6650.021091,0.005103,-0.003197,-0.000458
2470,0.494000,mid,7434.283382,0.030502,-0.009044,-0.000303
2480,0.496000,inlet,0.000000,0.000215,-0.014951,-0.004582
2480,0.496000,outlet,6661.880477,0.005065,-0.003228,-0.000508
2480,0.496000,mid,7434.283382,0.030003,-0.009238,-0.000218
2490,0.498000,inlet,0.000000,0.002336,-0.015511,-0.003505
2490,0.498000,outlet,6673.737086,0.005027,-0.003240,-0.000555
2490,0.498000,mid,7434.283382,0.029509,-0.009419,-0.000117
2500,0.500000,inlet,0.000000,-0.001242,-0.013638,-0.001799
2500,0.500000,outlet,6680.508580,0.004990,-0.003236,-0.000598
2500,0.500000,mid,7434.283382,0.029027,-0.009585,-0.000009
2510,0.502000,inlet,5964.624290,-0.001329,-0.014683,-0.003316
2510,0.502000,outlet,6686.267857,0.004953,-0.003219,-0.000640
2510,0.502000,mid,7434.283382,0.028551,-0.009746,0.000103
2520,0.504000,inlet,0.000000,0.002084,-0.006372,-0.007334
2520,0.504000,outlet,6692.022041,0.004918,-0.003190,-0.000680
2520,0.504000,mid,7434.283382,0.028085,-0.009906,0.000204
2530,0.506000,inlet,6174.068322,0.000066,-0.014740,-0.003381
2530,0.506000,outlet,6697.771852,0.004883,-0.003151,-0.000722
2530,0.506000,mid,7434.283382,0.027625,-0.010075,0.000278
2540,0.508000,inlet,0.000000,0.000000,0.000000,0.000000
2540,0.508000,outlet,6703.521086,0.004850,-0.003108,-0.000769
2540,0.508000,mid,7434.283382,0.027179,-0.010264,0.000312
2550,0.510000,inlet,7187.668758,0.001601,-0.014536,-0.003901
2550,0.510000,outlet,6709.274351,0.004817,-0.003054,-0.000819
